ref_file,synth_file,mcd_wo_alignment,rmse_f0_wo_alignment,mcd_w_alignment,rmse_f0_w_alignment
mirbeau_journal_017_269.wav,mirbeau_journal_017_269_synthesis.wav,14.76702783599296,125.81081459749407,5.863793045754748,88.9410047399304
mirbeau_journal_017_270.wav,mirbeau_journal_017_270_synthesis.wav,12.045041702706886,90.02576242978945,6.283130604675789,78.40119558578836
mirbeau_journal_017_272.wav,mirbeau_journal_017_272_synthesis.wav,14.461066189755396,114.75175588082969,5.365492192735679,86.89558392608824
mirbeau_journal_017_273.wav,mirbeau_journal_017_273_synthesis.wav,12.1672238988299,104.68172538105456,5.374740310182058,80.51583749919426
mirbeau_journal_017_274.wav,mirbeau_journal_017_274_synthesis.wav,13.85213300357755,136.83507159059954,5.527431305694575,66.25215778212417
mirbeau_journal_017_276.wav,mirbeau_journal_017_276_synthesis.wav,13.684413416577641,105.386344369922,5.803189576402749,73.72228342492325
mirbeau_journal_017_277.wav,mirbeau_journal_017_277_synthesis.wav,14.827499679144875,134.84979491785566,7.33938531357067,109.15243568823392
mirbeau_journal_017_278.wav,mirbeau_journal_017_278_synthesis.wav,13.777257381308743,103.8895918366047,6.641390968812426,80.86792259544708
mirbeau_journal_017_279.wav,mirbeau_journal_017_279_synthesis.wav,13.437498977409344,131.15424336941672,5.042337635755841,72.73349313159315
mirbeau_journal_017_280.wav,mirbeau_journal_017_280_synthesis.wav,15.877889888275142,125.49319652663391,6.762127679643866,99.38083618134269
mirbeau_journal_017_281.wav,mirbeau_journal_017_281_synthesis.wav,12.867265831272313,107.71704221962426,8.67728628802204,109.9210342964038
mirbeau_journal_017_283.wav,mirbeau_journal_017_283_synthesis.wav,14.582286409278353,120.24848346394232,5.9724383599366595,104.46260760625427
mirbeau_journal_017_284.wav,mirbeau_journal_017_284_synthesis.wav,16.46089415903431,150.9681557279874,7.4001279558027555,88.54844334346853
mirbeau_journal_017_285.wav,mirbeau_journal_017_285_synthesis.wav,15.37070819834516,86.93450700178022,6.648253942604897,70.22891540340383
mirbeau_journal_017_286.wav,mirbeau_journal_017_286_synthesis.wav,15.272694673389497,141.05051646622923,5.258424370463951,124.8987352778371
mirbeau_journal_017_287.wav,mirbeau_journal_017_287_synthesis.wav,15.26632190274408,122.23085121182943,6.021373161987187,111.62054822820662
mirbeau_journal_017_288.wav,mirbeau_journal_017_288_synthesis.wav,16.569823309948422,140.14538165911205,6.1236496104058515,105.30751559559228
mirbeau_journal_017_289.wav,mirbeau_journal_017_289_synthesis.wav,13.879168525427042,101.48212519072673,5.534151482035742,91.9761885222321
mirbeau_journal_017_290.wav,mirbeau_journal_017_290_synthesis.wav,13.305331774538056,66.31722641024126,8.558697828211788,90.85176865159445
mirbeau_journal_017_291.wav,mirbeau_journal_017_291_synthesis.wav,14.538329336743605,104.67011950381716,5.535389219918969,85.77522803581435
mirbeau_journal_017_292.wav,mirbeau_journal_017_292_synthesis.wav,12.73083227664464,110.11859169005584,5.012050741821539,85.12992390449796
mirbeau_journal_017_298.wav,mirbeau_journal_017_298_synthesis.wav,14.996338588800253,111.6271100281066,5.9165734124666995,77.76046054289709
mirbeau_journal_017_299.wav,mirbeau_journal_017_299_synthesis.wav,13.020609080812047,152.99725319746935,5.489841621342598,71.4425831116132
mirbeau_journal_017_300.wav,mirbeau_journal_017_300_synthesis.wav,15.170349760662091,139.99141640998286,5.447438483575927,120.46814714690852
mirbeau_journal_017_301.wav,mirbeau_journal_017_301_synthesis.wav,14.565854699517331,91.97104333333867,7.151251128400694,81.47343079220715
mirbeau_journal_017_302.wav,mirbeau_journal_017_302_synthesis.wav,14.569060560593503,142.40939349070484,6.346417400985254,88.12456354949906
mirbeau_journal_017_305.wav,mirbeau_journal_017_305_synthesis.wav,14.706186908032327,120.52011983192756,5.323116106137499,93.73248959065613
mirbeau_journal_017_307.wav,mirbeau_journal_017_307_synthesis.wav,14.639500051085722,123.76267438797844,7.249888230912394,92.86853673036865
mirbeau_journal_017_308.wav,mirbeau_journal_017_308_synthesis.wav,14.65027817406892,133.8818472630378,5.242581051319476,95.57602821320076
mirbeau_journal_017_309.wav,mirbeau_journal_017_309_synthesis.wav,14.251681917082692,114.50001284393502,5.677456895717634,102.22418103006716
mirbeau_journal_017_311.wav,mirbeau_journal_017_311_synthesis.wav,16.38987220765859,135.62864786651014,8.672741726579849,108.23282121337375
mirbeau_journal_017_313.wav,mirbeau_journal_017_313_synthesis.wav,10.78796968144028,103.05934362916739,6.450245817038942,88.40084171016126
mirbeau_journal_017_315.wav,mirbeau_journal_017_315_synthesis.wav,15.479851747711916,127.36044294309237,7.030513118743819,98.16459118788914
mirbeau_journal_017_316.wav,mirbeau_journal_017_316_synthesis.wav,8.547069742629773,107.28025361323536,4.399197904576393,82.82048185595373
mirbeau_journal_017_317.wav,mirbeau_journal_017_317_synthesis.wav,15.89235587717899,121.269478518575,5.629581735137659,69.5989040598631
mirbeau_journal_017_318.wav,mirbeau_journal_017_318_synthesis.wav,17.754177575911683,127.69480066767336,9.596814460200449,155.1426171439965
mirbeau_journal_017_320.wav,mirbeau_journal_017_320_synthesis.wav,15.551847969870222,156.8076826451997,6.5593484415796866,101.06513997444303
mirbeau_journal_017_321.wav,mirbeau_journal_017_321_synthesis.wav,15.415671349267612,137.27759516260753,5.618359116307933,76.08014407433963
mirbeau_journal_017_322.wav,mirbeau_journal_017_322_synthesis.wav,10.687777953192139,115.79523880179605,3.487473008223796,105.69020655817752
mirbeau_journal_017_325.wav,mirbeau_journal_017_325_synthesis.wav,15.161793022169336,0.0,15.627853929352241,223.1375589012476
mirbeau_journal_017_327.wav,mirbeau_journal_017_327_synthesis.wav,14.997624973189701,100.32932641979062,7.761805714232731,48.30351714825975
mirbeau_journal_017_329.wav,mirbeau_journal_017_329_synthesis.wav,12.358135718744329,176.6797904919163,4.700080730698502,113.76323443649882
mirbeau_journal_017_330.wav,mirbeau_journal_017_330_synthesis.wav,10.608584374826467,117.14112278203051,4.786802923634909,90.67415078198947
mirbeau_journal_017_332.wav,mirbeau_journal_017_332_synthesis.wav,14.421321523030675,159.56165629411302,5.6547438363751965,131.79168209556926
mirbeau_journal_017_333.wav,mirbeau_journal_017_333_synthesis.wav,15.485016867663536,127.8074429330691,5.572740473538533,94.7920226369786
mirbeau_journal_017_335.wav,mirbeau_journal_017_335_synthesis.wav,12.566271088948197,87.06490760736003,6.329774073271041,52.371517727972815
mirbeau_journal_017_336.wav,mirbeau_journal_017_336_synthesis.wav,14.262982419618194,126.1632749222975,6.173051441459861,77.32936789707566
mirbeau_journal_017_337.wav,mirbeau_journal_017_337_synthesis.wav,14.781881900689879,132.86625803374938,8.43092706781475,110.11730108264653
mirbeau_journal_017_339.wav,mirbeau_journal_017_339_synthesis.wav,15.170416683501296,116.40452772080437,5.854483113163322,103.48870214928598
mirbeau_journal_017_340.wav,mirbeau_journal_017_340_synthesis.wav,14.092488369766686,161.31105667181072,5.8962904342420295,97.1523551698092
mirbeau_journal_017_342.wav,mirbeau_journal_017_342_synthesis.wav,10.157570297679015,102.80023327336029,4.3881079105242,75.16327844197448
mirbeau_journal_017_343.wav,mirbeau_journal_017_343_synthesis.wav,14.945479842649464,118.44273231120918,5.781765175252753,84.99214720679963
mirbeau_journal_017_344.wav,mirbeau_journal_017_344_synthesis.wav,15.540012004179754,127.27402151287437,5.219398717378346,111.14988680072535
mirbeau_journal_017_345.wav,mirbeau_journal_017_345_synthesis.wav,14.52049939897887,146.03267387926743,6.196768628293708,66.62597968776782
mirbeau_journal_017_346.wav,mirbeau_journal_017_346_synthesis.wav,17.245406929063456,114.10772760261193,4.790681904768881,88.64602796305704
mirbeau_journal_017_347.wav,mirbeau_journal_017_347_synthesis.wav,16.774791226122847,122.34469219565547,5.758616709148962,87.08896735254876
mirbeau_journal_017_349.wav,mirbeau_journal_017_349_synthesis.wav,16.39177835195556,123.49500315378626,6.710076355727267,85.73053814798128
mirbeau_journal_017_350.wav,mirbeau_journal_017_350_synthesis.wav,10.048756519863838,113.87633316301859,5.04367311914982,85.9149399608697
mirbeau_journal_017_351.wav,mirbeau_journal_017_351_synthesis.wav,12.817529993399184,115.67683917552657,5.66602386715917,83.90733643344916
mirbeau_journal_017_352.wav,mirbeau_journal_017_352_synthesis.wav,13.262320313932737,117.15717217747742,4.9529718683532105,96.87588034519854
mirbeau_journal_017_353.wav,mirbeau_journal_017_353_synthesis.wav,13.039928945159144,96.47789527218193,5.201363646287445,91.86423943061027
mirbeau_journal_017_354.wav,mirbeau_journal_017_354_synthesis.wav,14.890024301560896,128.72022840648503,6.578554769739105,80.72277840563487
mirbeau_journal_017_355.wav,mirbeau_journal_017_355_synthesis.wav,14.634070367135298,103.84582275998011,6.474512301904119,90.65589383816449
mirbeau_journal_017_357.wav,mirbeau_journal_017_357_synthesis.wav,14.171399287441925,97.70502783933888,4.683698892715276,68.83227353831481
mirbeau_journal_017_358.wav,mirbeau_journal_017_358_synthesis.wav,15.056790982793464,138.98615248922374,8.646423771353998,114.14722526603978
mirbeau_journal_017_359.wav,mirbeau_journal_017_359_synthesis.wav,13.031667849319337,126.59224158144258,5.828957741394266,125.01853890618803
mirbeau_journal_017_362.wav,mirbeau_journal_017_362_synthesis.wav,14.345153855638456,102.89254442509171,7.461352274994483,70.20412505186428
mirbeau_journal_017_363.wav,mirbeau_journal_017_363_synthesis.wav,12.727326391584592,119.6637337887905,6.493296403452502,105.18032818313347
mirbeau_journal_017_364.wav,mirbeau_journal_017_364_synthesis.wav,15.454294156941877,154.48558282660093,5.826455649805131,87.37045939883747
mirbeau_journal_017_365.wav,mirbeau_journal_017_365_synthesis.wav,16.15051925842022,117.46164954090426,6.009223760700762,86.52260263041245
mirbeau_journal_017_366.wav,mirbeau_journal_017_366_synthesis.wav,13.64966176282838,164.4508172945624,6.484988972542198,131.2047764086605
mirbeau_journal_017_368.wav,mirbeau_journal_017_368_synthesis.wav,12.152308993686571,145.38579708377995,5.297839411858423,129.8496762508418
mirbeau_journal_017_369.wav,mirbeau_journal_017_369_synthesis.wav,12.944970971107866,95.1182018696904,5.209048894646394,78.7024358924118
mirbeau_journal_017_370.wav,mirbeau_journal_017_370_synthesis.wav,15.023524061388041,131.91821966051685,5.11106757060396,69.2512755830277
mirbeau_journal_017_371.wav,mirbeau_journal_017_371_synthesis.wav,13.280704107613838,92.47410822922068,7.001485391424079,91.52125946708807
mirbeau_journal_017_372.wav,mirbeau_journal_017_372_synthesis.wav,14.733783243975573,123.83796219583061,5.152577034808152,85.69683027266295
mirbeau_journal_017_373.wav,mirbeau_journal_017_373_synthesis.wav,14.261847107477827,175.72030507544486,6.608198930527296,136.55316549772303
mirbeau_journal_017_375.wav,mirbeau_journal_017_375_synthesis.wav,15.94225018198133,134.61885121025773,5.914678091681247,91.13932270467089
mirbeau_journal_017_376.wav,mirbeau_journal_017_376_synthesis.wav,11.783591040948215,109.22052439962204,5.460855636412387,97.73836851235258
